date,Open,High,Low,Close,Volume
2015/10/27,115.400002,116.540001,113.989998,114.550003,69884400
2015/10/28,116.93,119.300003,116.059998,119.269997,85551400
2015/10/29,118.699997,120.690002,118.269997,120.529999,51227300
2015/10/30,120.989998,121.220001,119.449997,119.5,49365300
2015/11/2,120.800003,121.360001,119.610001,121.18,32203300
2015/11/3,120.790001,123.489998,120.699997,122.57,45519000
2015/11/4,123.129997,123.82,121.620003,122,44886100
2015/11/5,121.849998,122.690002,120.18,120.919998,39552700
2015/11/6,121.110001,121.809998,120.620003,121.059998,33042300
2015/11/9,120.959999,121.809998,120.050003,120.57,33871400
2015/11/10,116.900002,118.07,116.059998,116.769997,59127900
2015/11/11,116.370003,117.419998,115.209999,116.110001,45218000
2015/11/12,116.260002,116.82,115.650002,115.720001,32525600
2015/11/13,115.199997,115.57,112.269997,112.339996,45812400
2015/11/16,111.379997,114.239998,111,114.18,38106700
2015/11/17,114.919998,115.050003,113.32,113.690002,27616900
2015/11/18,115.760002,117.489998,115.5,117.290001,46674700
2015/11/19,117.639999,119.75,116.760002,118.779999,43295800
2015/11/20,119.199997,119.919998,118.849998,119.300003,34287100
2015/11/23,119.269997,119.730003,117.339996,117.75,32482500
2015/11/24,117.330002,119.349998,117.120003,118.879997,42803200
2015/11/25,119.209999,119.230003,117.919998,118.029999,21388300
2015/11/27,118.290001,118.410004,117.599998,117.809998,13046400
2015/11/30,117.989998,119.410004,117.75,118.300003,39180300
2015/12/1,118.75,118.809998,116.860001,117.339996,34852400
2015/12/2,117.339996,118.110001,116.080002,116.279999,33386600
2015/12/3,116.550003,116.790001,114.220001,115.199997,41569500
2015/12/4,115.290001,119.25,115.110001,119.029999,57777000
2015/12/7,118.980003,119.860001,117.809998,118.279999,32084200
2015/12/8,117.519997,118.599998,116.860001,118.230003,34309500
2015/12/9,117.639999,117.690002,115.080002,115.620003,46361400
2015/12/10,116.040001,116.940002,115.510002,116.169998,29104200
2015/12/11,115.190002,115.389999,112.849998,113.18,46886200
2015/12/14,112.18,112.68,109.790001,112.480003,64318700
2015/12/15,111.940002,112.800003,110.349998,110.489998,53323100
2015/12/16,111.07,111.989998,108.800003,111.339996,56238500
2015/12/17,112.019997,112.25,108.980003,108.980003,44772800
2015/12/18,108.910004,109.519997,105.809998,106.029999,96453300
2015/12/21,107.279999,107.370003,105.57,107.330002,47590600
2015/12/22,107.400002,107.720001,106.449997,107.230003,32789400
2015/12/23,107.269997,108.849998,107.199997,108.610001,32657400
2015/12/24,109,109,107.949997,108.029999,13570400
2015/12/28,107.589996,107.690002,106.18,106.82,26704200
2015/12/29,106.959999,109.43,106.860001,108.739998,30931200
2015/12/30,108.580002,108.699997,107.18,107.32,25213800
2015/12/31,107.010002,107.029999,104.82,105.260002,40635300
2016/1/4,102.610001,105.370003,102,105.349998,67649400
2016/1/5,105.75,105.849998,102.410004,102.709999,55791000
2016/1/6,100.559998,102.370003,99.870003,100.699997,68457400
2016/1/7,98.68,100.129997,96.43,96.449997,81094400
2016/1/8,98.550003,99.110001,96.760002,96.959999,70798000
2016/1/11,98.970001,99.059998,97.339996,98.529999,49739400
2016/1/12,100.550003,100.690002,98.839996,99.959999,49154200
2016/1/13,100.32,101.190002,97.300003,97.389999,62439600
2016/1/14,97.959999,100.480003,95.739998,99.519997,63170100
2016/1/15,96.199997,97.709999,95.360001,97.129997,79010000
2016/1/19,98.410004,98.650002,95.5,96.660004,53087700
2016/1/20,95.099998,98.190002,93.419998,96.790001,72334400
2016/1/21,97.059998,97.879997,94.940002,96.300003,52161500
2016/1/22,98.629997,101.459999,98.370003,101.419998,65800500
2016/1/25,101.519997,101.529999,99.209999,99.440002,51794500
2016/1/26,99.93,100.879997,98.07,99.989998,75077000
2016/1/27,96.040001,96.629997,93.339996,93.419998,133369700
2016/1/28,93.790001,94.519997,92.389999,94.089996,55678800
2016/1/29,94.790001,97.339996,94.349998,97.339996,64416500
2016/2/1,96.470001,96.709999,95.400002,96.43,40943500
2016/2/2,95.419998,96.040001,94.279999,94.480003,37357200
2016/2/3,95,96.839996,94.080002,96.349998,45964300
2016/2/4,95.860001,97.330002,95.190002,96.599998,46471700
2016/2/5,96.519997,96.919998,93.690002,94.019997,46418100
2016/2/8,93.129997,95.699997,93.040001,95.010002,54021400
2016/2/9,94.290001,95.940002,93.93,94.989998,44331200
2016/2/10,95.919998,96.349998,94.099998,94.269997,42343600
2016/2/11,93.790001,94.720001,92.589996,93.699997,50074700
2016/2/12,94.190002,94.5,93.010002,93.989998,40351400
2016/2/16,95.019997,96.849998,94.610001,96.639999,49057900
2016/2/17,96.669998,98.209999,96.150002,98.120003,44863200
2016/2/18,98.839996,98.889999,96.089996,96.260002,39021000
2016/2/19,96,96.760002,95.800003,96.040001,35374200
2016/2/22,96.309998,96.900002,95.919998,96.879997,34280800
2016/2/23,96.400002,96.5,94.550003,94.690002,31942600
2016/2/24,93.980003,96.379997,93.32,96.099998,36255700
2016/2/25,96.050003,96.760002,95.25,96.760002,27582700
2016/2/26,97.199997,98.019997,96.580002,96.910004,28991100
2016/2/29,96.860001,98.230003,96.650002,96.690002,35216300
2016/3/1,97.650002,100.769997,97.419998,100.529999,50407100
2016/3/2,100.510002,100.889999,99.639999,100.75,33169600
2016/3/3,100.580002,101.709999,100.449997,101.5,36955700
2016/3/4,102.370003,103.75,101.370003,103.010002,46055100
2016/3/7,102.389999,102.830002,100.959999,101.870003,35828900
2016/3/8,100.779999,101.760002,100.400002,101.029999,31561900
2016/3/9,101.309998,101.580002,100.269997,101.120003,27201700
2016/3/10,101.410004,102.239998,100.150002,101.169998,33513600
2016/3/11,102.239998,102.279999,101.5,102.260002,27408200
2016/3/14,101.910004,102.910004,101.779999,102.519997,25076100
2016/3/15,103.959999,105.18,103.849998,104.580002,40067700
2016/3/16,104.610001,106.309998,104.589996,105.970001,38303500
2016/3/17,105.519997,106.470001,104.959999,105.800003,34420700
2016/3/18,106.339996,106.5,105.190002,105.919998,44205200
2016/3/21,105.93,107.650002,105.139999,105.910004,35502700
2016/3/22,105.25,107.290001,105.209999,106.720001,32444400
2016/3/23,106.480003,107.07,105.900002,106.129997,25703500
2016/3/24,105.470001,106.25,104.889999,105.669998,26133000
2016/3/28,106,106.190002,105.059998,105.190002,19411400
2016/3/29,104.889999,107.790001,104.879997,107.68,31190100
2016/3/30,108.650002,110.419998,108.599998,109.559998,45601100
2016/3/31,109.720001,109.900002,108.879997,108.989998,25888400
