date,news_text
2014/6/1,$LQMT up 28% on Friday with news of $AAPL announcing #iPhone #iWatch using LiquidMetal and Sapphire glass. $TASR $CCI $MON $CLX $ZQK $TEL
2014/6/1,$AAPL: 1 Great Sign From Apple Inc.s Beats Acquisition
2014/6/1,$AAPL Apple: Is It Time To Take Profits? (AAPL)
2014/6/1,RT @PharmaAnalyst: $LQMT will see very large gains on rumors/leaks of $AAPL patents/products #iPhone #iWatch at Apple Conference. Hedge Fun…
2014/6/1,Are you thinking of Investing in $ROC $BBT $DRQ $AAPL Must see
2014/6/1,Small-cap stocks breaking 52-wk high prices $AWI $AMD $K  $AAPL #wealthmanagement
2014/6/1,Hungry for new Apple products? Good. They're coming:
2014/6/1,$CAR Are you thinking of selling $LOW $WWAV  $AAPL Visit
2014/6/1,Insider Trading updates on $AEE $ORLY $SYMC $AAPL #StockMarket
2014/6/1,RT @CoryTV: Context: the $3b cost to #Apple for #Beats equals 11 days of iPhone sales. $AAPL
2014/6/2,will look at getting back into $AAPL diagonal spreads after the split...dont want to deal with it until then
2014/6/2,RT @WSJ: Here's what to expect from Apple's upcoming WWDC keynote:
2014/6/2,$AAPL: [video] Hints at Apple surprises
2014/6/2,I just asked Siri what time WWDC started today and it didn't know (just sent me to a Bing search). $AAPL @tim_cook
2014/6/2,Are you thinking of selling $KLAC $AIG $MUR $AAPL #liquidity
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @carlquintanilla: Technician @MarkNewtonCMT says "consolidation makes sense" in $AAPL. Targets $592 before can regain Sept '12 high of $…
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,Don't expect Apple to say much about Beats at WWDC because the acquisition doesn't finalize until the September quarter. $AAPL
2014/6/2,BROADCOM $BRCM popping +12% in preMARKET trading. $AAPL gaining as their Developer Conference begins. OPEN should be mostly GREEN. TRADING.
2014/6/2,$AAPL unveils a new programming language: Swift. "Objective-C without the C"
2014/6/2,My twitter stream is filled with useful data from #ASCO14 and people breathlessly talking about $AAPL's new OS...
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,“@jonfortt: 3 big tasks for $AAPL #WWDC2014: (1) Redefine narrative (2) Tools for new iPhone size (3) Revitalize iPad w software”
2014/6/2,RT @carlquintanilla: #WWDC14 TV madness. @CNBC $AAPL @CNBCJosh
2014/6/2,RT @carlquintanilla: #WWDC14 TV madness. @CNBC $AAPL @CNBCJosh
2014/6/2,"RT @engadget: Miss anything from today's #WWDC keynote? 
Catch up with all the $AAPL news at our Event Hub:"
2014/6/2,"RT @SwingTradeAlert: THEFLYNEWS:$AAPL Apple set up possible iWatch for later in year, says Piper Jaffray: Full Story"
2014/6/2,$NSM Get great research on stocks $CLI $KR $AAPL #financialnews
2014/6/2,$AAPL - Apple Unveils New Operating System at WWDC -&gt;
2014/6/2,RT @ReutersLive: Apple says now sold well over 800 million iOS mobile devices. Live coverage of #WWDC14:
2014/6/2,RT @ReutersLive: Apple says now sold well over 800 million iOS mobile devices. Live coverage of #WWDC14:
2014/6/2,$AAPL Apple Is Set to Make a Bigger Push Into Monitoring Health and Home
2014/6/2,#Stock Market Reports on stocks like $BRO $RAI $ED $AAPL #NSE
2014/6/2,Why Apple can become a bigger force in the digital music industry $P $AAPL
2014/6/2,RT @carlquintanilla: #WWDC14 TV madness. @CNBC $AAPL @CNBCJosh
2014/6/2,$AAPL Bears all happy down .79%.  They forget we are up 12% last 30 days.
2014/6/2,RT @LaMonicaBuzz: And now we have CloudKit. To go along with HomeKit and HealthKit. What's next? EarthaKit? The Catwoman app? $AAPL
2014/6/2,"RT @zerobeta: $AAPL is announcing a connected ecosystem around healthcare data on your phone and we are like, ""Where's the f*cking TV?"""
2014/6/2,$AAPL received a new alert. Find out why at
2014/6/2,"RT @TheStalwart: WWDC mildly disappointing to the retail set, but $AAPL finding support at a key Fibonacci level, so it's hanging in there."
2014/6/2,@CthruHD nah $AAPL gonna scoop it up...it's a "bargain" down here bud...lmao
2014/6/2,$AAPL 627.24 -5.76 (-0.91%) #wat?
2014/6/2,"RT @DayTradersGroup: our $FB add on up 15% already this morning, OhYEAH"
2014/6/2,"RT @DayTradersGroup: our $FB add on up 15% already this morning, OhYEAH"
2014/6/2,"RT @DayTradersGroup: our $FB add on up 15% already this morning, OhYEAH"
2014/6/2,"RT @DayTradersGroup: our $FB add on up 15% already this morning, OhYEAH"
2014/6/2,"RT @scottbudman: Sportscar at #WWDC. Either a sign of an Apple car-related product, or just Dr. Dre's parking space. $AAPL"
2014/6/2,"RT @DayTradersGroup: our $FB add on up 15% already this morning, OhYEAH"
2014/6/2,"RT @DayTradersGroup: our $FB add on up 15% already this morning, OhYEAH"
2014/6/2,$BTU Great #Stock Newsletter on $TRI $MTW $AAPL #newsletter
2014/6/2,$VZ Considering investing in $LAMR $JW $AAPL #financialnews
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,RT @DayTradersGroup: Check out our very Latest #Stock #options positions
2014/6/2,$AAPL announcements.... big yawn! They can do better!
2014/6/2,"RT @businessinsider: Swype, Android's coolest feature, is FINALLY coming to the iPhone $AAPL"
2014/6/2,RT @WrigleyTom: How quickly Apple's WWDC tickets have Sold-Out (2008-present) via @bsurveillance
2014/6/2,"So if Hollywood were to make a movie out of this epically long WWDC keynote, who would play Craig Federighi? John Slattery perhaps? $AAPL"
2014/6/2,"RT $AAPL @CNBCnow: Apple shows off HomeKit, a home automation feature with Siri integration and secure pairing:"
2014/6/2,"CLOUDKIT is FREE w/ limits

$AAPL"
2014/6/2,"Keep one eye on $AAPL WWDC at the Moscone Center. So far they're talking software, OS upgrades."
2014/6/2,RT @Kuspit1: $AAPL lanza nuevo Sistema Operativo llamado "Yosemite". $IPC #BMV #FTR1
2014/6/2,"#WWDC 
$AAPL 
#FTR1 

SAFARI ITS BETTER KNOW!"
2014/6/2,"RT @engadget: Miss anything from today's #WWDC keynote? 
Catch up with all the $AAPL news at our Event Hub:"
2014/6/2,Chills. $AAPL
2014/6/2,RT @ppearlman: Cook should be comparing Maverick to Android and Chrome and not the limping Windows 8. $AAPL $GOOG $MSFT
2014/6/2,Developing... $MSFT working on a new Yellowstone OS... ($AAPL)
2014/6/2,.@dasan Why not? Everyone loves the idea of a redneck calling out to a person of Mid-Eastern origin  #Yosemite  $AAPL
2014/6/2,RT @scottbudman: Apple: New Operating system named "Yosemite." #WWDC $AAPL
2014/6/2,$AAPL good bye adfred :-(.. @alfredapp  Apple absorbs more functionality from app providors
2014/6/2,"""@Avida_Capital_Group: $AAPL going over the WWDC live"
2014/6/2,$AAPL Apple's Hard-to-Find Downloads Send Zombie Apps to Grave
2014/6/2,$AAPL The Cutting Edge and Big Business of iPhone Repair
2014/6/2,"Wow, only 5? RT @BI_Video These are the 5 things the #iPhone6 needs to copy from the Samsung Galaxy S5:"
2014/6/2,$PDCO Seeking the next stock like $LXK $AMGN $AAPL #Research
2014/6/2,$AAPL: South Korean robots lead the world
2014/6/2,Earnings news on $INT $TK $FRX $AAPL Visit
2014/6/2,$AAPL Apple (AAPL) WWDC 2014 iOS 8 and OS X 10.10: CEO Tim Cook to unveil new ...
2014/6/2,$AAPL conference to begin at 1 p.m. $GTAT
2014/6/2,$AAPL Screenshot of Iphone 6 on Apple's website! (Now Removed) To be revealed at WWDC?
2014/6/2,RT @carlquintanilla: Always nice to be back in SFO. See you tmrw on @CNBC from Apple's Developer's Conference $AAPL #WWDC
2014/6/2,TECH STOCKS: Apple Slips As It Unveils IOS8; Broadcom Rises
2014/6/2,RT @bitcoininfo: It Looks Like Apple Just Opened The Door For Bitcoin Apps
2014/6/2,Apple's Latest Ad-Stravaganza
2014/6/2,"RT @jonfortt: This was the newsiest, most significant $AAPL #WWDC keynote in a long time @SquawkAlley"
2014/6/2,Earnings news on $MNK $ANAT $JCP $AAPL #investing
2014/6/2,Apple WWDC 2014: What to Expect
2014/6/2,$AAPL [$$] Apple's Latest Offering Explores the Great Indoors
2014/6/2,Watch me trade live for $308 in profits - view video here:
2014/6/2,Subscribe to our daily stock alerts here :
2014/6/2,"""Apple WWDC Crystal Ball"""
2014/6/2,RT @smartertrader: $AAPL Up 100+ $NFLX Up 100+ $GOOGL Up 65+ $PCLN Up 150+ $TSLA Up 35.  so which on hasn't moved.  $AMZN Next. 345 coming …
2014/6/2,RT @carlquintanilla: Always nice to be back in SFO. See you tmrw on @CNBC from Apple's Developer's Conference $AAPL #WWDC
2014/6/2,RT @carlquintanilla: Always nice to be back in SFO. See you tmrw on @CNBC from Apple's Developer's Conference $AAPL #WWDC
2014/6/3,Commented on StockTwits: "@FonsieTrader: $AAPL $BBRY Apple Stock Still Suffering From The 'Lollapalooza Effect'...
2014/6/3,Apple: Gartley Pattern Warning
2014/6/3,$AAPL News Alert:
2014/6/3,$AAPL $SPY $FB $AMZN $TSLA $PCLN $NFLX $MU are today's most popular tickers on
2014/6/3,"RT @firstadopter: With $AAPL switching over 2 $MSFT Bing default search on Siri &amp; OS X now, seems only matter of time for iPhone browser sw…"
2014/6/3,Find more winners like $ARCC $ALXN $FDS $AAPL #liquidity
2014/6/3,"$AAPL - The New iPhone Software, iOS 8, Has A Bunch Of New Features For Busine... -&gt;"
2014/6/3,"How #Apple's iPhones Might Become An Indispensable Piece Of Equipment, Again $AAPL  $GOOG $GOOGL $SSNLF"
2014/6/3,RT @WSJ: Apple today unveiled iOS 8 and OS X Yosemite at #WWDC14:
2014/6/3,RT @WSJ: Apple today unveiled iOS 8 and OS X Yosemite at #WWDC14:
2014/6/3,"Apple Health app heralds wearable device, analysts say."
2014/6/3,RT @WSJ: Apple today unveiled iOS 8 and OS X Yosemite at #WWDC14:
2014/6/3,RT @FoxBusiness: Coming soon to an iPhone near you: #Bitcoin.
2014/6/3,$AAPL The Real Reason Apple Wants You to Talk to Your House
2014/6/3,$AAPL - WWDC: Apple developers amass ahead of keynote address -&gt;
2014/6/3,RT @CNBC: Apple unveils apps for your house and health:
2014/6/3,Tech stocks trending both directions $MSFT $GOOG $AAPL #TWTR
2014/6/3,Time to Sell Some Apple? Apple Heads are not going to like this one...  $AAPL
2014/6/3,"@dougkass Empower their dev community and $AAPL ecosystem becomes more desirable to consumers. Very smart. Tick (software), Tock (hardware)."
2014/6/3,WWDC 2014 May be Apple’s Biggest Assault on Android Yet $AAPL #aapl
2014/6/3,"RT @MarketWatch: $TWTR rose 2% and $AAPL is up 1% after yesterday's #WWDC14, to give the tech sector a boost."
2014/6/3,Time to Sell Some Apple?  It May Be Right! $AAPL
2014/6/3,RT @WSJ: A look at some of the features in Apple's new iOS 8:
2014/6/3,I'm thinking second half 2014 could be pretty good for $AAPL at this point.
2014/6/3,RT @LaMonicaBuzz: $AAPL rebounds from the post-WWDC sell-off. Remember. Stock split is coming! $AAPL just 1.3% below 52-week high and 10% f…
2014/6/3,RT @lcooney: “@ValaAfshar: The smartphone global market: $GOOG &gt; $AAPL
2014/6/3,Apple WWDC: What Wall Street's Saying..
2014/6/3,Cringiest part of $AAPL acquisition of Beats: reading Dr. Dre lyrics quoted in financial articles.
2014/6/3,$AAPL: Apple WWDC 2014: The Six Things You Need to Know
2014/6/3,RT @jonfortt: Coming on @SquawkCNBC at the top of the hour to discuss the stakes involved with $AAPL’s biggest #WWDC keynote in recent memo…
2014/6/3,RT @jonfortt: Coming on @SquawkCNBC at the top of the hour to discuss the stakes involved with $AAPL’s biggest #WWDC keynote in recent memo…
2014/6/3,$HD Some Stocks to Watch $WYN $MCHP $AAPL #Stock
2014/6/3,RT @WSJ: A look at some of the features in Apple's new iOS 8:
2014/6/3,RT @WSJ: A look at some of the features in Apple's new iOS 8:
2014/6/3,HFT's and day traders still having a ball moving $AAPL around a lot.....
2014/6/3,"$AAPL we don't trade price because of stock splits we trade price based on RR,high odds setup.Our model support caused the days low was $628"
2014/6/3,Trade: Bearish VERTICAL on $AAPL: JUN114 607.5/605. close 84%
2014/6/3,$AAPL: Apple attempts to conquer the connected home
2014/6/4,Get ready for car software updates..
2014/6/4,$AAPL Big changes coming to iPhone messaging
2014/6/4,$AAPL Future of medical work: The computer will see you now
2014/6/4,RT @TheStreet: Why I'm Excited for Apple's Messaging Upgrades:
2014/6/4,$AAPL Will Apple Outsmart Google In 'The Internet Of Things'?
2014/6/4,$SPY This article was on the net yesterday:
2014/6/4,"RT @100000034134435: $AAPL $GOOG $PCLN $NFLX

$BLK 320 call 21Jun op:0.50 cent
  
Let us make fortune!!! Real one."
2014/6/4,RT @ericjackson: $AAPL only 7.5% below its all time high
2014/6/4,Are you Investing in $APH $AN $DECK  $AAPL #wealthmanagement
2014/6/4,$AAPL Watch The TechCrunch Recap Of Apple’s WWDC 2014 Announcements
2014/6/4,NASDAQ=$AAPL
2014/6/4,Apple is flirting with a 52-week high as its stock split looms:
2014/6/4,$AAPL  Touched a New high … it it looks like it is fueled
2014/6/4,$DOW Awesome #Stock #Research $HOG $PDCO $AAPL #NSE
2014/6/4,"RT @freddiethekat: China lashes back at US tech titans Apple, Facebook, Yahoo on Tiananmen anniversary"
2014/6/4,$AAPL News Alert:
2014/6/4,Top Performing #Stocks today $BIO $AAPL $SWN $CBM Worth a look
2014/6/4,Swift is billed as objective-C without the C had explained by $AAPL #WWDC14
2014/6/4,Option Millionaires: Mahp32: Added a few more $AAPL before.
2014/6/4,$AAPL: Apples Health Kit surprises Australian startup: Thats our name
2014/6/4,$AAPL Big money is betting Apple's about to break $700
2014/6/4,RT @ForbesTech: Apple is flirting with a 52-week high as its stock split looms:
2014/6/4,RT @fakeCNBC: $700 or $100 post split is a given for $AAPL according to (pause) everyone.
2014/6/4,"$AAPL Which iPhone, iPad and iPod touch models will get iOS 8? Find out here"
2014/6/4,"RT @DeidreZune: Any DIP in $AAPL post-split will be BOT w/ BOTH HANDS

Will be a WILD 2 to 4 days early nxt week.

L/T -- $AAPL heads highe…"
2014/6/4,"RT @SquawkAlley: Roger McNamee (@Moonalice) joins us this morning, talking U.S. tech in China, WWDC/Apple, and Pandora. $AAPL $P"
2014/6/4,$AAPL Apple's 'stolen product': An exclusive interview with the founder of HealthKit
2014/6/4,RT @WallStJesus: $AAPL CONFIRMED BUYER OF 20K OCT $675 CALLS &amp; 10K OCT $700 CALLS
2014/6/4,RT @MelissaLeeCNBC: Jazzed by $AAPL move into med tech? $DXCM +6%: FDA approves glucose monitoring device that sends info to doctors. CEO o…
2014/6/4,$AAPL hitting highs
2014/6/4,RT @ericjackson $AAPL only 7.5% below its all time high
2014/6/4,"RT @globebusiness: Video: Chinese media attack Google, Apple"
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,$AAPL - Vendors expect bigger iPhone -&gt;
2014/6/5,“@IBDinvestors: Vendors already making big-screen iPhone 6 cases.
2014/6/5,"$AAPL Runtastic talks potential for HealthKit, plans integration for its health &amp; fitness apps ..."
2014/6/5,@RickAckerman time to get bearish in $AAPL
2014/6/5,"$AAPL Big changes coming to the iPhone, here's what you need to know"
2014/6/5,Commented on StockTwits: $AAPL pricey for those without VISION.
2014/6/5,Platinum Members saw our Penny Stock Picks gain 450% in the past week! Huge Update:
2014/6/5,$AAPL - Apple At $650. Now What? -&gt;
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/5,Apple Using M7 Motion Processor For Indoor Positioning With iOS 8..
2014/6/5,@TheIpHawk This is extremely positive and for $VHC and great to see PTAB smelling a rat with RPX trying to do the dirty work for $AAPL
2014/6/5,Amazon’s new smartphone could hang up Apple and Samsung..
2014/6/5,I must say the $AAPL investor relationship page is quite gorgeous.
2014/6/5,$AAPL: Facebook Couldnt Kill Snapchat. Can Apple?
2014/6/5,$AAPL Apple’s New Programming Language Has Been In Development For Nearly Four Years
2014/6/5,"$AAPL - TECH STOCKS: Apple, Twitter Lead Techs Up; Pandora Falls"
2014/6/5,Beats: Apple Puts A Ring On It For $3 Billion
2014/6/5,"Using today's price as est, $92.12 is price which a $AAPL share will trade this coming Monday following this Friday's post close 7/1 split."
2014/6/5,RT @FibLine:
2014/6/5,"Apple : Researchers Submit Patent Application, ""Flexible Printed Circuit Connector Protection Structures"", ..."
2014/6/5,"$RSH, $TLT, $EXPR, $LH, $TSLA, $WFM, $NQ, $CIEN, $JOY, $SINA, $ULTA, $AMZN, $AAPL, $PCLN, $NFLX, $GOOGL, $CMG, $LNKD, $HUM,"
2014/6/5,"#AnalystsActions: Apple, Twitter &amp; Verint Systems Get Bullish Calls"
2014/6/5,"@KeithMcCullough Giddyup!  $AAPL, $BAC, $TWTR - I'm buying."
2014/6/5,"5 of my Big Six are #VSB status ($AAPL $AMZN $NFLX $PCLN $TSLA), only one is #VSS ($GOOGL). @Skipjackrick"
2014/6/5,$AAPL looks a little top heavy
2014/6/5,"$AAPL: How Apple, Google are both winning: Andreessen"
2014/6/5,"$AAPL What's New in iOS 8: Interactive Notifications, Contact Shortcuts"
2014/6/6,"Sell $AAPL as much as you can, smart buyers need sellers ))"
2014/6/6,RT @Burns277: $AAPL Apple heading to new all-time highs and no one can stop it
2014/6/6,"$AAPL Apple, Inc. opens up access to its WWDC developer utopia"
2014/6/6,Will hardware makers accept $AAPL's #lightning connector pitch for headphones/peripherals?Just an #MFi idea for now
2014/6/6,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/6,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/6,Are you hanging on to $RF $YHOO $RS $AAPL #NASDAQ
2014/6/6,"Proprietary headphone connectors for $AAPL. It’s just arrogant enough, just preposterous enough to worry about."
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @mktwcrum: The next "big thing" for Apple? It's 7-for-1 stock split.
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,Are you looking for winners like $BCR $LLL $MUR $AAPL #investing
2014/6/6,"Apple is up 23% ($103 billion in market cap) since reporting earnings on
4/23. $AAPL"
2014/6/6,Could be breaktout time on $AGCO $EMR $PLL $AAPL #moneymanagement
2014/6/6,Are you hanging on to $RLGY $FLIR $NDAQ $AAPL #wallstreet
2014/6/6,$AAPL - Analyst: Apple’s iWatch Production Kicks Off This Month -&gt;
2014/6/6,"RT @pan_kokkalis: If $AAPL goes down after stock split I will buy more! A lot more. I have 5 iPads at home, 3 iPhones. Oh, and 1 iPod. No b…"
2014/6/6,$AAPL - Should you have a right to sell your ebooks and digital music? -&gt;
2014/6/6,"$AAPL - This Morning: Arista Soars, Look Out, Storage, Apples Rising Barometer -&gt;"
2014/6/6,Apple Inc.'s Beats Acquisition: The Best $3 Billion It's Ever Spent?
2014/6/6,RT @bespokeinvest: Going to be a little weird to see Apple ($AAPL) trading around $92/share on Monday.  Has been a triple-digit stock since…
2014/6/6,Digesting WWDC: Cloudy
2014/6/6,RT @androsForm: $AAPL #bot (to open) July 2014 600.0 Puts @ 4.50 | Doubled position with small averaging down.
2014/6/6,RT @DayTradersGroup: a little inspiration #buy &amp; #hold #stock #options $SPY $AAPL $F $GLD $LNKD $TSLA $QQQ $IWM $BAC $WFC $XLF #RealTime ht…
2014/6/6,Apple's @BeatsbyDre acquisition is good for their brand!
2014/6/6,Industries Apple Could Disrupt Next: TV #healthcare #automobile?
2014/6/6,Apple And Skyworks Are Both Heading Skyward
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,Another $AAPL Acquisition! #SpotSetter
2014/6/6,Will Microsoft Corporation Hurt Apple With the Surface Pro 3?..
2014/6/6,Apple's effort to make China a growth hub hinges on winning over more developers like Woody Wan. $AAPL
2014/6/6,Dont want to lose like you did with $V $RF $KORS $AAPL Must see
2014/6/6,"How the NSA Bugs Your Powered-Off iPhone, &amp; How to Stop Them"
2014/6/6,Make sure to watch the market today. Big news w the split happening at $AAPL Do u buy in now?
2014/6/6,Just a friendly reminder that the $AAPL stock-split is a completely irrelevant news story.
2014/6/6,"RT @FioritoJarrad: Awesome new watch list for tmrw, June 6th with $ZBB $LIQD $ICLD $BODY $RFMK $MDNT"
2014/6/6,RT @DayTradersGroup:
2014/6/6,$UDR Some Stocks to Watch $FSL $CVA  $AAPL #economy
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,RT @DayTradersGroup:
2014/6/6,"Apple, Google, others promise $2M each to hold Super Bowl 50 in Bay Area $AAPL $GOOGL"
2014/6/6,Great  #Stock Newsletter you must have $BEAM $AVGO $AEP $AAPL Goto
2014/6/7,"$AAPL Apple to make 3-5 million smartwatches monthly, sales begin October: report"
2014/6/7,$AAPL Apple May Build 5 Million Smartwatches a Month
2014/6/7,$AAPL: Apple Is Launching A Vast Project To Map The Inside Of Every Large Bui...
2014/6/7,Sick and Tired of losing money on $WYNN $OMC $LLL $AAPL #liquidity
2014/6/7,$AAPL - Four Best Features Apple Announced at the WWDC -&gt;
2014/6/7,RT @cdespinosa: Reminder: $AAPL will open Monday morning at $92.22.  Don’t panic.
2014/6/7,$AAPL Apple Inc’s ‘‘Hidden’’ Cloud Comes Out Into the Open
2014/6/7,RT @stockguy22: ((((000)))) Wake UP TRADERS ! starting in a few minutes Sat. Chart &amp; Chat webinar
2014/6/7,Are you Bullish on these #stocks $GMT $CHS $DECK  $AAPL Click
2014/6/7,Is it breakout time on $CBI $OKE $GMCR $AAPL #investing
2014/6/7,RT @seeitmarket: New Post: "When A Trade Turns Into An Investment… "
2014/6/7,"RT @SeekingAlpha: With Ultra HD Emerging, Is Apple Eyeing Pixelworks?"
2014/6/7,Apple to Launch First Wearable Device in October: Reports $AAPL #aapl
2014/6/7,"$AAPL 1.6 billion shares, now 12.6 billion shares outstanding... that's ""billion"" people.. Say goodbye to those $20 swing days..."
2014/6/7,This year is full speed ahead for Apple
2014/6/7,Seeking the next hot #pennystock $URS $X $LTD  $AAPL #wallstreet
2014/6/7,Are you Bearish on these #stocks $TROW $CYN $C $AAPL #financial
2014/6/7,RT @Aapl_pain: Beta week 1 in the books. The more data accumulated the tighter calcs will become $AAPL
2014/6/7,@Eric_Loeffler @CharlesSchwab @deanloeffler @Kevin_Loeffler @nmjohnson1 @JTPedersen1 good luck...great news for shareholders $AAPL
2014/6/7,Platinum Members saw our Penny Stock Picks gain 450% in the past week! Huge Update:
